volume_name,yontem,girdi_sekli,spacing_mm,orientation,ornek_sekli,sekil_hata,geri_korelasyon,grid,n_crops,bos_kirpim_orani,hacim_std,k1_gecti,k1_nedenler,bos_uyari,sure_sn,cihaz,cos_v4
sub-S310578_ses-E24550_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 259]","[0.7852, 0.7852, 1.25]",RAS,"[803, 803, 324]",0.0012,0.9988,"[6, 6, 5]",180,0.0778,0.2381,True,,False,25.3,cuda:0,0.20761682093143463
sub-S310603_ses-E30526_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 876]","[0.781, 0.781, 0.4]",RAS,"[799, 799, 351]",0.0017,0.9856,"[6, 6, 5]",180,0.0444,0.2509,True,,False,35.6,cuda:0,0.13507398962974548
sub-S310911_ses-E25044_acq-1_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 119]","[0.9155, 0.9155, 1.9884]",RAS,"[937, 937, 236]",0.0026,0.9868,"[7, 7, 3]",147,0.0136,0.2319,True,,False,19.6,cuda:0,0.44262468814849854
sub-S310915_ses-E76326_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 485]","[0.8459, 0.8459, 0.75]",RAS,"[865, 865, 364]",0.0013,0.9829,"[6, 6, 5]",180,0.0,0.2417,True,,False,22.6,cuda:0,0.14458639919757843
sub-S311006_ses-E76287_run-3_bp-chest_ct.nii.gz,meta,"[512, 512, 326]","[0.721, 0.721, 0.7999]",RAS,"[738, 738, 261]",0.0009,0.9994,"[5, 5, 4]",100,0.04,0.2436,True,,False,13.8,cuda:0,0.5792475342750549
sub-S311327_ses-E25694_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 105]","[0.8086, 0.8086, 3.0]",RAS,"[827, 827, 313]",0.0063,0.9964,"[6, 6, 4]",144,0.1319,0.234,True,,False,22.4,cuda:0,0.27528810501098633
sub-S311351_ses-E59106_run-2_bp-chest_ct.nii.gz,meta,"[768, 768, 644]","[0.4544, 0.4544, 0.5]",RAS,"[698, 698, 322]",0.0,0.9931,"[5, 5, 5]",125,0.0,0.2397,True,,False,31.3,cuda:0,0.4319464862346649
sub-S311538_ses-E37804_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 245]","[0.7031, 0.7031, 1.25]",RAS,"[720, 720, 306]",0.0008,0.9993,"[5, 5, 4]",100,0.0,0.2341,True,,False,14.8,cuda:0,0.8074102401733398
sub-S311559_ses-E33756_run-5_bp-chest_ct.nii.gz,meta,"[98, 512, 512]","[5.0, 1.144, 1.144]",RAS,"[971, 1170, 586]",0.0092,0.9948,"[7, 9, 9]",567,0.3298,0.2236,True,,False,67.1,cuda:0,0.5835601091384888
sub-S311759_ses-E26343_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 225]","[0.7891, 0.7891, 1.5]",RAS,"[807, 807, 337]",0.0015,0.998,"[6, 6, 5]",180,0.0778,0.2263,True,,False,23.3,cuda:0,0.143964946269989
sub-S311816_ses-E63092_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 269]","[0.7559, 0.7559, 1.25]",RAS,"[773, 773, 336]",0.0013,0.999,"[6, 6, 5]",180,0.1611,0.2434,True,,False,28.6,cuda:0,0.3703233003616333
sub-S311857_ses-E76138_run-1_bp-chest_ct.nii.gz,meta,"[744, 103, 744]","[0.858, 3.0, 0.858]",RAS,"[1276, 613, 638]",0.0081,0.9971,"[9, 4, 9]",324,0.2623,0.2411,True,,False,47.5,cuda:0,0.5251880884170532
sub-S311959_ses-E40303_acq-1_run-1_bp-chest_ct.nii.gz,meta,"[512, 141, 512]","[0.713, 2.0, 0.713]",RAS,"[730, 561, 365]",0.0053,0.9956,"[5, 4, 5]",100,0.0,0.2318,True,,False,14.1,cuda:0,0.10809074342250824
sub-S312040_ses-E61379_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 184]","[0.5664, 0.5664, 1.5]",RAS,"[580, 580, 276]",0.0,0.9916,"[4, 4, 4]",64,0.0,0.2473,True,,False,7.6,cuda:0,0.3454771339893341
sub-S312042_ses-E60664_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 290]","[0.7422, 0.7422, 1.0]",RAS,"[760, 760, 290]",0.0,0.9992,"[5, 5, 4]",100,0.05,0.2391,True,,False,17.2,cuda:0,0.4306285083293915
sub-S312107_ses-E64331_acq-1_run-1_bp-chest_ct.nii.gz,meta,"[512, 148, 512]","[0.74, 2.0, 0.74]",RAS,"[757, 589, 379]",0.0051,0.9962,"[5, 4, 5]",100,0.01,0.2319,True,,False,12.7,cuda:0,0.5631322264671326
sub-S312113_ses-E76231_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 289]","[0.9766, 0.9766, 0.75]",RAS,"[999, 999, 217]",0.0012,0.9993,"[7, 7, 3]",147,0.2857,0.2021,True,,False,21.7,cuda:0,0.612375020980835
sub-S312250_ses-E76693_acq-1_run-1_bp-chest_ct.nii.gz,meta,"[512, 101, 512]","[0.741, 3.0, 0.741]",RAS,"[758, 601, 380]",0.0083,0.9919,"[5, 4, 5]",100,0.0,0.243,True,,False,14.8,cuda:0,0.4751826524734497
sub-S312257_ses-E61385_acq-2_run-3_bp-chest_ct.nii.gz,meta,"[156, 512, 512]","[3.1154, 0.8691, 0.8691]",RAS,"[967, 889, 445]",0.0052,0.9445,"[7, 6, 6]",252,0.004,0.2235,True,,False,35.5,cuda:0,0.5521149039268494
sub-S312280_ses-E27048_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 213]","[0.6953, 0.6953, 1.5]",RAS,"[712, 712, 319]",0.0016,0.9983,"[5, 5, 4]",100,0.02,0.2453,True,,False,12.8,cuda:0,0.17464330792427063
sub-S312652_ses-E44572_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 622]","[0.566, 0.566, 0.4]",RAS,"[579, 579, 249]",0.001,0.9939,"[4, 4, 3]",48,0.0,0.2511,True,,False,11.6,cuda:0,0.17722265422344208
sub-S312783_ses-E27927_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 250]","[0.7812, 0.7812, 1.25]",RAS,"[799, 799, 312]",0.0016,0.9942,"[6, 6, 4]",144,0.0625,0.2358,True,,False,21.4,cuda:0,0.7202650308609009
sub-S312876_ses-E36421_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 181]","[0.7031, 0.7031, 1.25]",RAS,"[720, 720, 226]",0.0011,0.9993,"[5, 5, 3]",75,0.1067,0.2473,True,,False,13.0,cuda:0,0.7579504251480103
sub-S312893_ses-E40870_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 322]","[0.9375, 0.9375, 1.5]",RAS,"[959, 959, 482]",0.0021,0.9994,"[7, 7, 7]",343,0.2449,0.2327,True,,False,40.6,cuda:0,0.7843500375747681
sub-S313062_ses-E30216_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 291]","[0.625, 0.625, 1.0]",RAS,"[640, 640, 291]",0.0,0.9977,"[5, 5, 4]",100,0.0,0.2379,True,,False,17.7,cuda:0,0.3530133068561554
sub-S313195_ses-E55106_run-3_bp-chest_ct.nii.gz,meta,"[512, 512, 311]","[0.797, 0.797, 1.0]",RAS,"[816, 816, 311]",0.0002,0.9973,"[6, 6, 4]",144,0.0833,0.2306,True,,False,24.0,cuda:0,0.45837482810020447
sub-S313260_ses-E35073_acq-2_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 128]","[0.8516, 0.8516, 3.2358]",RAS,"[871, 871, 412]",0.0053,0.9577,"[6, 6, 6]",216,0.0,0.2065,True,,False,41.0,cuda:0,0.6455657482147217
sub-S313339_ses-E64668_run-4_bp-chest_ct.nii.gz,meta,"[512, 512, 101]","[0.741, 0.741, 3.0]",RAS,"[758, 758, 301]",0.0066,0.9986,"[5, 5, 4]",100,0.15,0.2474,True,,False,16.6,cuda:0,0.6896957159042358
sub-S313639_ses-E57085_acq-2_run-10_bp-chest_ct.nii.gz,meta,"[512, 512, 190]","[0.8472, 0.8472, 2.1523]",RAS,"[867, 867, 408]",0.0023,0.9664,"[6, 6, 6]",216,0.0185,0.2341,True,,False,35.5,cuda:0,0.41151341795921326
sub-S313672_ses-E48379_acq-1_run-4_bp-chest_ct.nii.gz,meta,"[512, 512, 101]","[0.9355, 0.9355, 2.4914]",RAS,"[957, 957, 250]",0.0065,0.9924,"[7, 7, 3]",147,0.0,0.2316,True,,False,18.6,cuda:0,0.6578676104545593
sub-S313786_ses-E29726_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 217]","[0.8789, 0.8789, 1.25]",RAS,"[899, 899, 271]",0.0011,0.9964,"[7, 7, 4]",196,0.2041,0.244,True,,False,21.4,cuda:0,0.49814745783805847
sub-S313903_ses-E35690_acq-1_run-5_bp-chest_ct.nii.gz,meta,"[119, 512, 512]","[3.0, 1.3066, 1.3066]",RAS,"[709, 1336, 669]",0.007,0.9984,"[5, 10, 10]",500,0.522,0.2021,True,,True,63.5,cuda:0,0.7603244185447693
sub-S313920_ses-E29981_run-2_bp-chest_ct.nii.gz,meta,"[768, 768, 636]","[0.5612, 0.5612, 0.5]",RAS,"[862, 862, 318]",0.0,0.9932,"[6, 6, 4]",144,0.1181,0.2319,True,,False,35.9,cuda:0,0.3056417405605316
sub-S314145_ses-E30401_acq-2_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 182]","[0.8081, 0.8081, 2.1936]",RAS,"[827, 827, 398]",0.0031,0.9647,"[6, 6, 6]",216,0.0,0.2258,True,,False,21.3,cuda:0,0.35467883944511414
sub-S314152_ses-E40637_acq-1_run-3_bp-chest_ct.nii.gz,meta,"[512, 512, 113]","[0.8359, 0.8359, 1.9545]",RAS,"[855, 855, 220]",0.0039,0.996,"[6, 6, 3]",108,0.0093,0.2344,True,,False,14.0,cuda:0,0.5817915797233582
sub-S314312_ses-E30672_acq-2_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 170]","[0.7871, 0.7871, 2.244]",RAS,"[805, 805, 380]",0.0039,0.9365,"[6, 6, 5]",180,0.0,0.2188,True,,False,32.0,cuda:0,0.590308666229248
sub-S314405_ses-E32172_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 111]","[0.6914, 0.6914, 2.5]",RAS,"[708, 708, 276]",0.0054,0.995,"[5, 5, 4]",100,0.05,0.2512,True,,False,18.8,cuda:0,0.792549729347229
sub-S314688_ses-E37263_acq-1_run-1_bp-chest_ct.nii.gz,meta,"[197, 512, 512]","[1.1183, 1.1479, 1.1479]",RAS,"[439, 1174, 588]",0.0036,0.9954,"[3, 9, 9]",243,0.2551,0.2279,True,,False,32.9,cuda:0,0.5380094051361084
sub-S315320_ses-E76285_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 201]","[0.7402, 0.7402, 1.25]",RAS,"[758, 758, 251]",0.001,0.9993,"[5, 5, 3]",75,0.0267,0.2292,True,,False,13.1,cuda:0,-0.07623055577278137
sub-S315391_ses-E76480_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 417]","[0.8478, 0.8478, 0.75]",RAS,"[867, 867, 313]",0.0013,0.981,"[6, 6, 4]",144,0.0,0.2431,True,,False,19.7,cuda:0,0.06651005893945694
sub-S316238_ses-E60561_run-3_bp-chest_ct.nii.gz,meta,"[512, 512, 100]","[0.869, 0.869, 5.0]",RAS,"[889, 889, 496]",0.008,0.9986,"[6, 6, 7]",252,0.0913,0.234,True,,False,38.2,cuda:0,0.7053191661834717
sub-S316333_ses-E64548_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 247]","[0.7793, 0.7793, 1.25]",RAS,"[797, 797, 308]",0.0024,0.9959,"[6, 6, 4]",144,0.2153,0.2245,True,,False,19.6,cuda:0,0.33167245984077454
sub-S316585_ses-E76999_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 106]","[0.896, 0.896, 5.0]",RAS,"[917, 917, 526]",0.0075,0.9986,"[7, 7, 8]",392,0.2194,0.2465,True,,False,41.1,cuda:0,0.5338727235794067
sub-S317018_ses-E54968_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 102]","[0.881, 0.881, 5.0]",RAS,"[901, 901, 506]",0.0078,0.998,"[7, 7, 7]",343,0.2332,0.2185,True,,False,38.5,cuda:0,0.8126026391983032
sub-S317080_ses-E36127_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 251]","[0.8301, 0.8301, 1.25]",RAS,"[849, 849, 314]",0.0012,0.9983,"[6, 6, 4]",144,0.1458,0.2186,True,,False,15.1,cuda:0,0.4673716723918915
sub-S317355_ses-E61273_run-1_bp-chest_ct.nii.gz,meta,"[768, 768, 598]","[0.3867, 0.3867, 0.5]",RAS,"[594, 594, 300]",0.0033,0.9901,"[4, 4, 4]",64,0.0,0.2346,True,,False,21.7,cuda:0,0.4229901134967804
sub-S317716_ses-E36741_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 109]","[0.7031, 0.7031, 3.4143]",RAS,"[720, 720, 370]",0.0058,0.994,"[5, 5, 5]",125,0.024,0.2335,True,,False,21.1,cuda:0,0.8728274703025818
sub-S317782_ses-E65887_run-3_bp-chest_ct.nii.gz,meta,"[512, 512, 365]","[0.7285, 0.7285, 0.625]",RAS,"[746, 746, 228]",0.0005,0.9987,"[5, 5, 3]",75,0.0,0.2357,True,,False,12.7,cuda:0,0.427666574716568
sub-S318113_ses-E41611_acq-2_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 108]","[0.7031, 0.7031, 3.4129]",RAS,"[720, 720, 366]",0.007,0.9654,"[5, 5, 5]",125,0.0,0.2198,True,,False,14.1,cuda:0,0.508398175239563
sub-S318599_ses-E57237_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 250]","[0.7539, 0.7539, 1.5]",RAS,"[771, 771, 374]",0.0027,0.9991,"[6, 6, 5]",180,0.2222,0.2384,True,,False,25.4,cuda:0,0.21134431660175323
sub-S318885_ses-E57531_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 391]","[0.6897, 0.6897, 0.75]",RAS,"[706, 706, 294]",0.0026,0.9831,"[5, 5, 4]",100,0.0,0.244,True,,False,13.0,cuda:0,0.31309348344802856
sub-S319130_ses-E44773_run-2_bp-chest_ct.nii.gz,meta,"[768, 768, 552]","[0.5195, 0.5195, 0.5]",RAS,"[798, 798, 276]",0.0,0.9964,"[6, 6, 4]",144,0.1806,0.2223,True,,False,28.8,cuda:0,0.370095431804657
sub-S319237_ses-E62152_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 197]","[0.6309, 0.6309, 1.5]",RAS,"[646, 646, 295]",0.0017,0.9995,"[5, 5, 4]",100,0.11,0.2348,True,,False,11.6,cuda:0,0.2716488242149353
sub-S319362_ses-E51930_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 376]","[0.714, 0.714, 0.8]",RAS,"[731, 731, 301]",0.0007,0.9984,"[5, 5, 4]",100,0.04,0.2588,True,,False,18.3,cuda:0,0.5664306879043579
sub-S319420_ses-E64868_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 207]","[0.7812, 0.7812, 1.25]",RAS,"[799, 799, 258]",0.0029,0.991,"[6, 6, 4]",144,0.1181,0.2419,True,,False,22.2,cuda:0,0.3799833357334137
sub-S319478_ses-E76483_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 409]","[0.6953, 0.6953, 0.7]",RAS,"[712, 712, 287]",0.0025,0.9847,"[5, 5, 4]",100,0.0,0.2538,True,,False,16.6,cuda:0,0.21104440093040466
sub-S319494_ses-E40269_acq-2_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 120]","[0.7793, 0.7793, 3.3057]",RAS,"[797, 797, 394]",0.0068,0.9566,"[6, 6, 6]",216,0.0046,0.2218,True,,False,22.4,cuda:0,0.5597322583198547
sub-S319531_ses-E70612_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 376]","[0.74, 0.74, 0.8]",RAS,"[757, 757, 301]",0.001,0.9984,"[5, 5, 4]",100,0.03,0.2451,True,,False,19.3,cuda:0,0.33361852169036865
sub-S319625_ses-E40476_acq-1_run-1_bp-chest_ct.nii.gz,meta,"[512, 216, 512]","[1.2637, 1.1197, 1.2637]",RAS,"[1292, 482, 647]",0.0035,0.9975,"[10, 3, 10]",300,0.1933,0.2395,True,,False,38.1,cuda:0,0.3877471387386322
sub-S319714_ses-E40622_acq-2_run-3_bp-chest_ct.nii.gz,meta,"[512, 512, 184]","[0.8281, 0.8281, 2.1778]",RAS,"[847, 847, 400]",0.0018,0.9522,"[6, 6, 6]",216,0.0,0.2342,True,,False,23.3,cuda:0,0.5899295210838318
sub-S319731_ses-E61763_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 207]","[0.9766, 0.9766, 1.5]",RAS,"[999, 999, 310]",0.0016,0.9945,"[7, 7, 4]",196,0.1633,0.2294,True,,False,24.0,cuda:0,0.5721139907836914
sub-S319734_ses-E71236_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 323]","[0.671, 0.671, 0.7999]",RAS,"[687, 687, 259]",0.0024,0.999,"[5, 5, 4]",100,0.03,0.2459,True,,False,12.0,cuda:0,0.5351177453994751
sub-S319739_ses-E40663_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 376]","[0.782, 0.782, 0.8]",RAS,"[800, 800, 301]",0.001,0.9993,"[6, 6, 4]",144,0.1875,0.2283,True,,False,15.7,cuda:0,0.3642232418060303
sub-S319828_ses-E40796_acq-1_run-1_bp-chest_ct.nii.gz,meta,"[512, 178, 512]","[0.74, 2.0, 0.74]",RAS,"[757, 709, 379]",0.0042,0.9963,"[5, 5, 5]",125,0.032,0.2401,True,,False,20.7,cuda:0,0.41889017820358276
sub-S319844_ses-E40825_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 442]","[0.9766, 0.9766, 1.0]",RAS,"[999, 999, 442]",0.001,0.9994,"[7, 7, 6]",294,0.1463,0.2412,True,,False,43.5,cuda:0,0.38899439573287964
sub-S319950_ses-E76423_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 190]","[0.666, 0.666, 1.5]",RAS,"[682, 682, 284]",0.0035,0.9982,"[5, 5, 4]",100,0.16,0.2418,True,,False,18.1,cuda:0,0.5330934524536133
sub-S320019_ses-E41117_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 738]","[0.782, 0.782, 0.8]",RAS,"[800, 800, 591]",0.001,0.9992,"[6, 6, 9]",324,0.2531,0.2315,True,,False,46.0,cuda:0,0.18617691099643707
sub-S320034_ses-E41152_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 357]","[0.7812, 0.7812, 1.25]",RAS,"[799, 799, 446]",0.0013,0.9995,"[6, 6, 6]",216,0.1806,0.2428,True,,False,27.8,cuda:0,0.5964013338088989
sub-S320211_ses-E76955_run-3_bp-chest_ct.nii.gz,meta,"[512, 512, 751]","[0.969, 0.969, 0.7999]",RAS,"[991, 991, 601]",0.0013,0.9996,"[7, 7, 9]",441,0.195,0.2285,True,,False,70.7,cuda:0,0.535069465637207
sub-S320225_ses-E72415_run-3_bp-chest_ct.nii.gz,meta,"[512, 512, 769]","[0.869, 0.869, 0.7999]",RAS,"[889, 889, 615]",0.001,0.9989,"[6, 6, 9]",324,0.1574,0.2281,True,,False,49.9,cuda:0,0.5854889750480652
sub-S320272_ses-E41554_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 321]","[0.8027, 0.8027, 1.25]",RAS,"[821, 821, 401]",0.0012,0.9994,"[6, 6, 6]",216,0.1296,0.2227,True,,False,31.7,cuda:0,0.8137683868408203
sub-S320389_ses-E76608_run-1_bp-chest_ct.nii.gz,meta,"[782, 199, 512]","[0.5112, 2.0, 0.5112]",RAS,"[800, 793, 262]",0.0038,0.9979,"[6, 6, 4]",144,0.125,0.2468,True,,False,13.0,cuda:0,0.42397624254226685
sub-S320411_ses-E76470_run-1_bp-chest_ct.nii.gz,meta,"[512, 172, 512]","[0.9747, 2.0, 0.9747]",RAS,"[997, 685, 499]",0.0044,1.0,"[7, 5, 7]",245,0.3224,0.2268,True,,False,33.5,cuda:0,0.5855872631072998
sub-S320451_ses-E76502_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 452]","[0.9492, 0.9492, 1.0]",RAS,"[971, 971, 452]",0.001,0.9994,"[7, 7, 7]",343,0.1545,0.2428,True,,False,42.2,cuda:0,0.5992252230644226
sub-S320459_ses-E76457_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 411]","[0.7285, 0.7285, 1.0]",RAS,"[746, 746, 411]",0.0,0.9986,"[5, 5, 6]",150,0.16,0.2385,True,,False,25.4,cuda:0,0.4633825421333313
sub-S320541_ses-E77304_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 267]","[0.8555, 0.8555, 1.0]",RAS,"[875, 875, 267]",0.0011,0.9997,"[6, 6, 4]",144,0.1875,0.2267,True,,False,26.0,cuda:0,0.6665823459625244
sub-S320601_ses-E42104_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 374]","[0.6468, 0.6468, 0.7]",RAS,"[662, 662, 262]",0.0008,0.9901,"[5, 5, 4]",100,0.04,0.2337,True,,False,14.2,cuda:0,0.6888192892074585
sub-S320938_ses-E59141_run-1_bp-chest_ct.nii.gz,meta,"[512, 166, 512]","[0.862, 2.0, 0.862]",RAS,"[882, 661, 441]",0.0045,0.992,"[6, 5, 6]",180,0.0444,0.2355,True,,False,17.1,cuda:0,0.8230633735656738
sub-S320961_ses-E42787_acq-1_run-10_bp-chest_ct.nii.gz,meta,"[512, 512, 102]","[0.9253, 0.9253, 2.4851]",RAS,"[947, 947, 252]",0.0058,0.9957,"[7, 7, 3]",147,0.0816,0.2481,True,,False,24.9,cuda:0,0.5533413290977478
sub-S320975_ses-E66120_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 225]","[0.9277, 0.9277, 1.25]",RAS,"[949, 949, 281]",0.0011,0.9981,"[7, 7, 4]",196,0.2194,0.2256,True,,False,27.5,cuda:0,0.4797035753726959
sub-S321039_ses-E77007_run-3_bp-chest_ct.nii.gz,meta,"[512, 512, 307]","[0.835, 0.835, 0.7999]",RAS,"[854, 854, 246]",0.0017,0.9987,"[6, 6, 3]",108,0.0648,0.2433,True,,False,22.8,cuda:0,0.3644263744354248
sub-S321133_ses-E76229_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 544]","[0.873, 0.873, 0.7999]",RAS,"[893, 893, 435]",0.0011,0.9973,"[6, 6, 6]",216,0.125,0.2385,True,,False,43.0,cuda:0,0.4316768944263458
sub-S321146_ses-E43297_acq-1_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 131]","[0.9766, 0.9766, 1.9564]",RAS,"[999, 999, 255]",0.005,0.9946,"[7, 7, 3]",147,0.0068,0.2345,True,,False,24.2,cuda:0,0.4969964921474457
sub-S321291_ses-E66155_run-1_bp-chest_ct.nii.gz,meta,"[512, 122, 512]","[0.625, 2.0, 0.625]",RAS,"[640, 485, 320]",0.0061,0.9981,"[5, 3, 5]",75,0.0,0.2385,True,,False,13.3,cuda:0,0.5150463581085205
sub-S321418_ses-E43553_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 200]","[0.8926, 0.8926, 1.5]",RAS,"[913, 913, 300]",0.0011,0.9985,"[7, 7, 4]",196,0.3061,0.2228,True,,False,22.0,cuda:0,0.5173091292381287
sub-S321438_ses-E43589_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 230]","[0.7578, 0.7578, 1.5]",RAS,"[775, 775, 344]",0.0029,0.9947,"[6, 6, 5]",180,0.2222,0.236,True,,False,18.2,cuda:0,0.4498535692691803
sub-S321544_ses-E65905_run-3_bp-chest_ct.nii.gz,meta,"[512, 512, 807]","[0.812, 0.812, 0.7999]",RAS,"[831, 831, 646]",0.0007,0.9995,"[6, 6, 10]",360,0.1417,0.2338,True,,False,46.1,cuda:0,0.2124207466840744
sub-S321573_ses-E76124_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 260]","[0.72, 0.72, 1.5999]",RAS,"[737, 737, 415]",0.0024,0.9997,"[5, 5, 6]",150,0.18,0.2483,True,,False,18.9,cuda:0,0.5031620860099792
sub-S321574_ses-E63151_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 391]","[0.74, 0.74, 0.7999]",RAS,"[757, 757, 313]",0.001,0.9992,"[5, 5, 4]",100,0.0,0.2354,True,,False,20.1,cuda:0,0.23199976980686188
sub-S321790_ses-E76192_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 390]","[0.6348, 0.6348, 0.75]",RAS,"[650, 650, 293]",0.0017,0.9888,"[5, 5, 4]",100,0.0,0.2432,True,,False,14.6,cuda:0,0.22070355713367462
sub-S321794_ses-E44208_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 381]","[0.8027, 0.8027, 1.25]",RAS,"[821, 821, 476]",0.0012,0.9994,"[6, 6, 7]",252,0.1865,0.2432,True,,False,35.0,cuda:0,0.46440914273262024
sub-S321922_ses-E70113_run-1_bp-chest_ct.nii.gz,meta,"[100, 512, 512]","[4.0, 0.877, 0.877]",RAS,"[793, 897, 449]",0.0088,0.9949,"[6, 7, 7]",294,0.381,0.2188,True,,False,24.6,cuda:0,0.7078989148139954
sub-S322370_ses-E70859_acq-1_run-3_bp-chest_ct.nii.gz,meta,"[512, 512, 147]","[0.8281, 0.8281, 1.5411]",RAS,"[847, 847, 226]",0.0024,0.9891,"[6, 6, 3]",108,0.0185,0.276,True,,False,13.5,cuda:0,0.7322551608085632
sub-S322445_ses-E45374_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 164]","[0.9277, 0.9277, 1.5]",RAS,"[949, 949, 246]",0.0011,0.9989,"[7, 7, 3]",147,0.1429,0.2224,True,,False,18.4,cuda:0,0.34509551525115967
sub-S322458_ses-E60207_run-2_bp-chest_ct.nii.gz,meta,"[960, 122, 1352]","[0.4504, 3.0, 0.4504]",RAS,"[865, 727, 610]",0.0068,0.995,"[6, 5, 9]",270,0.0185,0.2375,True,,False,40.0,cuda:0,0.4483009874820709
sub-S322471_ses-E76906_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 453]","[0.7341, 0.7341, 0.7001]",RAS,"[751, 751, 317]",0.001,0.9985,"[5, 5, 4]",100,0.09,0.2438,True,,False,17.1,cuda:0,0.47926682233810425
sub-S322480_ses-E76299_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 415]","[0.7404, 0.7404, 0.75]",RAS,"[758, 758, 312]",0.0024,0.9793,"[5, 5, 4]",100,0.0,0.2429,True,,False,17.4,cuda:0,0.08916354179382324
sub-S322481_ses-E77032_run-1_bp-chest_ct.nii.gz,meta,"[768, 106, 768]","[0.6502, 3.0, 0.6502]",RAS,"[998, 631, 500]",0.0079,0.9961,"[7, 4, 7]",196,0.3163,0.2097,True,,False,21.9,cuda:0,0.514168381690979
sub-S322518_ses-E45516_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 292]","[0.9766, 0.9766, 1.25]",RAS,"[999, 999, 365]",0.001,0.9974,"[7, 7, 5]",245,0.2776,0.2096,True,,False,49.3,cuda:0,0.6271620392799377
sub-S322650_ses-E76593_run-3_bp-chest_ct.nii.gz,meta,"[512, 512, 726]","[0.774, 0.774, 0.7999]",RAS,"[792, 792, 581]",0.0007,0.9993,"[6, 6, 9]",324,0.2099,0.2211,True,,False,54.8,cuda:0,0.26086461544036865
sub-S322861_ses-E76263_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 172]","[0.6816, 0.6816, 1.5]",RAS,"[698, 698, 258]",0.0,0.9982,"[5, 5, 4]",100,0.19,0.2418,True,,False,10.2,cuda:0,0.46134522557258606
