volume_name,yontem,girdi_sekli,spacing_mm,orientation,ornek_sekli,sekil_hata,geri_korelasyon,grid,n_crops,bos_kirpim_orani,hacim_std,k1_gecti,k1_nedenler,bos_uyari,sure_sn,cihaz,cos_v4
valid_7_a_1.nii.gz,meta,"[1024, 1024, 240]","[0.3418, 0.3418, 1.5]",RAS,"[700, 700, 360]",0.0,0.9966,"[5, 5, 5]",125,0.04,0.2438,True,,False,25.3,cuda:0,0.38425594568252563
valid_45_a_2.nii.gz,meta,"[512, 512, 221]","[0.7526, 0.7526, 1.25]",RAS,"[770, 770, 276]",0.0009,0.9986,"[6, 6, 4]",144,0.0903,0.2364,True,,False,16.1,cuda:0,0.8508774042129517
valid_1239_a_2.nii.gz,meta,"[512, 512, 451]","[0.7598, 0.7598, 0.75]",RAS,"[777, 777, 338]",0.0013,0.9976,"[6, 6, 5]",180,0.2,0.2377,True,,False,20.8,cuda:0,0.9350880980491638
valid_141_a_2.nii.gz,meta,"[1024, 1024, 100]","[0.415, 0.415, 3.0]",RAS,"[850, 850, 298]",0.0067,0.9982,"[6, 6, 4]",144,0.0833,0.2371,True,,False,24.8,cuda:0,0.1251511424779892
valid_65_a_1.nii.gz,meta,"[768, 768, 200]","[0.4115, 0.4115, 1.5]",RAS,"[632, 632, 300]",0.0,0.9958,"[4, 4, 4]",64,0.0,0.2389,True,,False,12.9,cuda:0,0.42686721682548523
valid_779_a_2.nii.gz,meta,"[512, 512, 509]","[0.6836, 0.6836, 0.75]",RAS,"[700, 700, 382]",0.0007,0.9995,"[5, 5, 5]",125,0.048,0.2391,True,,False,26.1,cuda:0,0.8390178084373474
valid_373_b_2.nii.gz,meta,"[512, 512, 328]","[0.7656, 0.7656, 1.0]",RAS,"[783, 783, 328]",0.0013,0.9882,"[6, 6, 5]",180,0.0778,0.2403,True,,False,27.2,cuda:0,0.92581707239151
valid_1185_a_1.nii.gz,meta,"[1024, 1024, 244]","[0.3418, 0.3418, 1.5]",RAS,"[700, 700, 366]",0.0,0.9965,"[5, 5, 5]",125,0.064,0.2351,True,,False,31.8,cuda:0,0.3356112241744995
valid_856_a_1.nii.gz,meta,"[768, 768, 200]","[0.3659, 0.3659, 1.5]",RAS,"[562, 562, 300]",0.0,0.9983,"[4, 4, 4]",64,0.0,0.2347,True,,False,10.6,cuda:0,0.5173181891441345
valid_770_a_2.nii.gz,meta,"[1024, 1024, 106]","[0.3418, 0.3418, 3.0]",RAS,"[700, 700, 316]",0.0063,0.9974,"[5, 5, 4]",100,0.0,0.2409,True,,False,16.7,cuda:0,0.026811307296156883
valid_1250_b_1.nii.gz,meta,"[512, 512, 398]","[0.6826, 0.6826, 1.0]",RAS,"[699, 699, 398]",0.0,0.9992,"[5, 5, 6]",150,0.02,0.2488,True,,False,22.1,cuda:0,0.8347392678260803
valid_957_a_2.nii.gz,meta,"[512, 512, 429]","[0.7559, 0.7559, 0.75]",RAS,"[773, 773, 322]",0.0013,0.9968,"[6, 6, 5]",180,0.0556,0.2415,True,,False,17.7,cuda:0,0.81547611951828
valid_741_a_2.nii.gz,meta,"[512, 512, 395]","[0.6836, 0.6836, 0.75]",RAS,"[700, 700, 296]",0.0008,0.9994,"[5, 5, 4]",100,0.15,0.2381,True,,False,16.9,cuda:0,0.7821874618530273
valid_1237_a_2.nii.gz,meta,"[512, 512, 251]","[0.6699, 0.6699, 1.25]",RAS,"[686, 686, 314]",0.0008,0.9988,"[5, 5, 4]",100,0.04,0.2397,True,,False,13.5,cuda:0,0.8134338855743408
valid_195_a_2.nii.gz,meta,"[512, 512, 479]","[0.6836, 0.6836, 0.75]",RAS,"[700, 700, 360]",0.0021,0.9987,"[5, 5, 5]",125,0.016,0.2381,True,,False,17.3,cuda:0,0.8376234173774719
valid_775_a_2.nii.gz,meta,"[512, 512, 321]","[0.6699, 0.6699, 1.0]",RAS,"[686, 686, 321]",0.0,0.9962,"[5, 5, 5]",125,0.016,0.2478,True,,False,14.1,cuda:0,0.9388464093208313
valid_578_a_1.nii.gz,meta,"[512, 512, 232]","[0.7676, 0.7676, 1.25]",RAS,"[785, 785, 290]",0.0013,0.9863,"[6, 6, 4]",144,0.0972,0.2379,True,,False,20.9,cuda:0,0.8795447945594788
valid_481_a_2.nii.gz,meta,"[1024, 1024, 105]","[0.3994, 0.3994, 3.0]",RAS,"[818, 818, 313]",0.0063,0.9978,"[6, 6, 4]",144,0.0069,0.2401,True,,False,23.6,cuda:0,0.2143290936946869
valid_227_a_2.nii.gz,meta,"[512, 512, 485]","[0.8066, 0.8066, 0.75]",RAS,"[825, 825, 364]",0.0012,0.9989,"[6, 6, 5]",180,0.1889,0.2309,True,,False,24.1,cuda:0,0.8864927291870117
valid_341_a_2.nii.gz,meta,"[512, 512, 195]","[0.6289, 0.6289, 1.5]",RAS,"[644, 644, 292]",0.0017,0.9994,"[5, 5, 4]",100,0.02,0.2405,True,,False,13.9,cuda:0,0.6998124122619629
valid_163_b_2.nii.gz,meta,"[512, 512, 483]","[0.7188, 0.7188, 0.75]",RAS,"[736, 736, 362]",0.0007,0.9992,"[5, 5, 5]",125,0.2,0.2274,True,,False,20.6,cuda:0,0.9004459977149963
valid_276_a_1.nii.gz,meta,"[512, 512, 206]","[0.7148, 0.7148, 1.5]",RAS,"[732, 732, 308]",0.0032,0.994,"[5, 5, 4]",100,0.03,0.2516,True,,False,18.2,cuda:0,0.9174070954322815
valid_208_a_2.nii.gz,meta,"[512, 512, 187]","[0.6719, 0.6719, 1.5]",RAS,"[688, 688, 280]",0.0018,0.9997,"[5, 5, 4]",100,0.45,0.2141,True,,False,15.6,cuda:0,0.9507315754890442
valid_250_a_2.nii.gz,meta,"[512, 512, 503]","[0.7715, 0.7715, 0.75]",RAS,"[789, 789, 378]",0.002,0.9985,"[6, 6, 5]",180,0.0611,0.2386,True,,False,24.3,cuda:0,0.941666841506958
valid_767_a_2.nii.gz,meta,"[512, 512, 310]","[0.6972, 0.6972, 1.25]",RAS,"[714, 714, 387]",0.0013,0.9987,"[5, 5, 6]",150,0.2,0.2404,True,,False,23.0,cuda:0,0.7704899907112122
valid_1225_a_2.nii.gz,meta,"[512, 512, 430]","[0.6836, 0.6836, 0.75]",RAS,"[700, 700, 323]",0.0016,0.999,"[5, 5, 5]",125,0.032,0.2314,True,,False,17.7,cuda:0,0.8076372742652893
valid_644_a_2.nii.gz,meta,"[512, 512, 318]","[0.7578, 0.7578, 1.0]",RAS,"[775, 775, 318]",0.0013,0.9897,"[6, 6, 4]",144,0.0625,0.2382,True,,False,18.0,cuda:0,0.857180118560791
valid_890_a_1.nii.gz,meta,"[512, 512, 281]","[0.728, 0.728, 1.25]",RAS,"[745, 745, 351]",0.0007,0.9936,"[5, 5, 5]",125,0.072,0.2518,True,,False,15.5,cuda:0,0.823238730430603
valid_1016_f_1.nii.gz,meta,"[512, 512, 293]","[0.5977, 0.5977, 1.0]",RAS,"[612, 612, 293]",0.0,0.9998,"[4, 4, 4]",64,0.0,0.235,True,,False,13.0,cuda:0,0.8657070398330688
valid_704_a_1.nii.gz,meta,"[1024, 1024, 255]","[0.3418, 0.3418, 1.5]",RAS,"[700, 700, 382]",0.0013,0.9966,"[5, 5, 5]",125,0.0,0.2324,True,,False,29.2,cuda:0,0.19206571578979492
valid_846_a_2.nii.gz,meta,"[512, 512, 308]","[0.673, 0.673, 1.0]",RAS,"[689, 689, 308]",0.0002,0.9933,"[5, 5, 4]",100,0.06,0.2497,True,,False,12.7,cuda:0,0.7884421348571777
valid_188_b_2.nii.gz,meta,"[512, 512, 344]","[0.7227, 0.7227, 0.75]",RAS,"[740, 740, 258]",0.0,0.9995,"[5, 5, 4]",100,0.11,0.2366,True,,False,18.5,cuda:0,0.8758052587509155
valid_331_a_1.nii.gz,meta,"[1024, 1024, 228]","[0.3418, 0.3418, 1.5]",RAS,"[700, 700, 342]",0.0,0.9931,"[5, 5, 5]",125,0.0,0.231,True,,False,31.9,cuda:0,0.3652910590171814
valid_1174_a_2.nii.gz,meta,"[512, 512, 328]","[0.6621, 0.6621, 1.0]",RAS,"[678, 678, 328]",0.0,0.9959,"[5, 5, 5]",125,0.0,0.2462,True,,False,15.1,cuda:0,0.6601778864860535
valid_833_a_2.nii.gz,meta,"[512, 512, 509]","[0.7617, 0.7617, 0.75]",RAS,"[779, 779, 382]",0.0013,0.9985,"[6, 6, 5]",180,0.1389,0.2442,True,,False,19.5,cuda:0,0.7352355122566223
valid_257_a_5.nii.gz,meta,"[512, 512, 385]","[0.6836, 0.6836, 0.75]",RAS,"[700, 700, 289]",0.0009,0.9986,"[5, 5, 4]",100,0.05,0.2343,True,,False,21.5,cuda:0,0.7021531462669373
valid_257_a_1.nii.gz,meta,"[512, 512, 324]","[0.4043, 0.4043, 1.0]",RAS,"[414, 414, 324]",0.0,0.9999,"[3, 3, 5]",45,0.0,0.2744,True,,False,7.3,cuda:0,0.7693390250205994
valid_519_a_1.nii.gz,meta,"[1024, 1024, 269]","[0.3906, 0.3906, 1.5]",RAS,"[800, 800, 403]",0.0012,0.9869,"[6, 6, 6]",216,0.0231,0.2386,True,,False,33.6,cuda:0,0.4701257050037384
valid_359_a_2.nii.gz,meta,"[512, 512, 274]","[0.6504, 0.6504, 1.25]",RAS,"[666, 666, 342]",0.0015,0.999,"[5, 5, 5]",125,0.024,0.2404,True,,False,18.7,cuda:0,0.6939924359321594
valid_897_a_2.nii.gz,meta,"[512, 512, 359]","[0.8686, 0.8686, 1.0]",RAS,"[889, 889, 359]",0.0005,0.9973,"[6, 6, 5]",180,0.15,0.2288,True,,False,25.4,cuda:0,0.9370995759963989
valid_151_c_2.nii.gz,meta,"[512, 512, 268]","[0.6738, 0.6738, 1.25]",RAS,"[690, 690, 335]",0.0,0.999,"[5, 5, 5]",125,0.08,0.2441,True,,False,20.9,cuda:0,0.8231320977210999
valid_768_a_1.nii.gz,meta,"[1024, 1024, 255]","[0.3545, 0.3545, 1.5]",RAS,"[726, 726, 382]",0.0013,0.9936,"[5, 5, 5]",125,0.0,0.2357,True,,False,25.3,cuda:0,0.5081538558006287
valid_84_a_1.nii.gz,meta,"[512, 512, 225]","[0.7516, 0.7516, 1.25]",RAS,"[769, 769, 281]",0.0009,0.9891,"[6, 6, 4]",144,0.0139,0.2447,True,,False,13.9,cuda:0,0.5394643545150757
valid_112_a_2.nii.gz,meta,"[512, 512, 487]","[0.7559, 0.7559, 0.75]",RAS,"[773, 773, 366]",0.0021,0.9977,"[6, 6, 5]",180,0.2222,0.2312,True,,False,23.0,cuda:0,0.8652310371398926
valid_95_a_2.nii.gz,meta,"[512, 512, 446]","[0.6836, 0.6836, 0.75]",RAS,"[700, 700, 335]",0.0015,0.9997,"[5, 5, 5]",125,0.08,0.2344,True,,False,22.9,cuda:0,0.8270304799079895
valid_695_a_2.nii.gz,meta,"[512, 512, 362]","[0.8027, 0.8027, 0.75]",RAS,"[821, 821, 272]",0.0018,0.9989,"[6, 6, 4]",144,0.1736,0.2341,True,,False,16.3,cuda:0,0.9436513781547546
valid_258_b_2.nii.gz,meta,"[512, 512, 492]","[0.7793, 0.7793, 0.75]",RAS,"[797, 797, 369]",0.0013,0.9985,"[6, 6, 5]",180,0.1278,0.2415,True,,False,20.0,cuda:0,0.9172793626785278
valid_21_a_1.nii.gz,meta,"[512, 512, 211]","[0.6895, 0.6895, 1.5]",RAS,"[706, 706, 316]",0.0016,0.9944,"[5, 5, 4]",100,0.07,0.2464,True,,False,13.9,cuda:0,0.7501292824745178
valid_917_a_2.nii.gz,meta,"[512, 512, 438]","[0.6348, 0.6348, 0.75]",RAS,"[650, 650, 329]",0.0015,0.9996,"[5, 5, 5]",125,0.096,0.2418,True,,False,13.2,cuda:0,0.6211909651756287
valid_250_f_1.nii.gz,meta,"[1024, 1024, 199]","[0.3623, 0.3623, 1.5]",RAS,"[742, 742, 298]",0.0017,0.9974,"[5, 5, 4]",100,0.02,0.2423,True,,False,22.2,cuda:0,0.5643095374107361
valid_818_a_2.nii.gz,meta,"[512, 512, 441]","[0.7422, 0.7422, 0.75]",RAS,"[760, 760, 331]",0.0008,0.9993,"[5, 5, 5]",125,0.024,0.2301,True,,False,24.6,cuda:0,0.7556081414222717
valid_111_a_1.nii.gz,meta,"[1024, 1024, 255]","[0.3418, 0.3418, 1.5]",RAS,"[700, 700, 382]",0.0013,0.9928,"[5, 5, 5]",125,0.0,0.2373,True,,False,27.0,cuda:0,0.2803556025028229
valid_180_b_2.nii.gz,meta,"[512, 512, 363]","[0.8396, 0.8396, 1.0]",RAS,"[859, 859, 363]",0.0009,0.9963,"[6, 6, 5]",180,0.1056,0.2396,True,,False,24.4,cuda:0,0.9201006889343262
valid_289_a_2.nii.gz,meta,"[512, 512, 447]","[0.877, 0.877, 0.75]",RAS,"[897, 897, 336]",0.0022,0.9987,"[7, 7, 5]",245,0.2571,0.2325,True,,False,26.1,cuda:0,0.9059411287307739
valid_191_b_1.nii.gz,meta,"[512, 512, 304]","[0.8555, 0.8555, 1.25]",RAS,"[875, 875, 380]",0.0011,0.985,"[6, 6, 5]",180,0.0,0.2455,True,,False,23.6,cuda:0,0.8960473537445068
valid_561_b_1.nii.gz,meta,"[768, 768, 224]","[0.4544, 0.4544, 1.5001]",RAS,"[698, 698, 336]",0.0001,0.9982,"[5, 5, 5]",125,0.056,0.2353,True,,False,21.9,cuda:0,0.6547799706459045
valid_1147_b_2.nii.gz,meta,"[512, 512, 424]","[0.707, 0.707, 0.75]",RAS,"[724, 724, 318]",0.0,0.9997,"[5, 5, 4]",100,0.22,0.2387,True,,False,18.7,cuda:0,0.8512460589408875
valid_968_c_1.nii.gz,meta,"[1024, 1024, 220]","[0.3564, 0.3564, 1.5]",RAS,"[730, 730, 330]",0.0,0.9966,"[5, 5, 5]",125,0.12,0.2267,True,,False,31.2,cuda:0,0.3537139892578125
valid_825_a_2.nii.gz,meta,"[512, 512, 436]","[0.8672, 0.8672, 0.75]",RAS,"[887, 887, 327]",0.0011,0.9988,"[6, 6, 5]",180,0.1,0.2313,True,,False,26.8,cuda:0,0.9934703707695007
valid_789_a_1.nii.gz,meta,"[1024, 1024, 264]","[0.3701, 0.3701, 1.5]",RAS,"[758, 758, 396]",0.0,0.9965,"[5, 5, 6]",150,0.04,0.241,True,,False,29.0,cuda:0,0.13912010192871094
valid_91_a_2.nii.gz,meta,"[512, 512, 487]","[0.6836, 0.6836, 0.75]",RAS,"[700, 700, 366]",0.0021,0.9988,"[5, 5, 5]",125,0.192,0.2416,True,,False,19.0,cuda:0,0.6932234168052673
valid_879_a_2.nii.gz,meta,"[512, 512, 431]","[0.6152, 0.6152, 0.75]",RAS,"[630, 630, 324]",0.0023,0.9993,"[4, 4, 5]",80,0.0125,0.2357,True,,False,14.4,cuda:0,0.8903936147689819
valid_442_a_2.nii.gz,meta,"[512, 512, 356]","[0.75, 0.75, 1.0]",RAS,"[768, 768, 356]",0.0,0.9923,"[6, 6, 5]",180,0.0833,0.2416,True,,False,26.6,cuda:0,0.8490367531776428
valid_1170_c_2.nii.gz,meta,"[512, 512, 251]","[0.5764, 0.5764, 1.0]",RAS,"[590, 590, 251]",0.0003,0.9969,"[4, 4, 3]",48,0.0,0.2426,True,,False,7.7,cuda:0,0.9411848187446594
valid_138_a_1.nii.gz,meta,"[512, 512, 260]","[0.6406, 0.6406, 1.0]",RAS,"[656, 656, 260]",0.0,0.9998,"[5, 5, 4]",100,0.2,0.2438,True,,False,17.2,cuda:0,0.6839854121208191
valid_1277_a_1.nii.gz,meta,"[1024, 1024, 184]","[0.3877, 0.3877, 1.5]",RAS,"[794, 794, 276]",0.0,0.9953,"[6, 6, 4]",144,0.0,0.2292,True,,False,23.4,cuda:0,0.2682892084121704
valid_771_b_2.nii.gz,meta,"[512, 512, 316]","[0.7725, 0.7725, 1.0]",RAS,"[791, 791, 316]",0.0001,0.9931,"[6, 6, 4]",144,0.0833,0.2425,True,,False,20.2,cuda:0,0.767784833908081
valid_368_a_1.nii.gz,meta,"[1024, 1024, 255]","[0.4141, 0.4141, 1.5]",RAS,"[848, 848, 382]",0.0013,0.9864,"[6, 6, 5]",180,0.0056,0.2381,True,,False,36.3,cuda:0,0.6364928483963013
valid_1131_b_2.nii.gz,meta,"[512, 512, 304]","[0.8182, 0.8182, 1.0]",RAS,"[837, 837, 304]",0.0011,0.994,"[6, 6, 4]",144,0.0694,0.2418,True,,False,18.7,cuda:0,0.930004894733429
valid_288_a_2.nii.gz,meta,"[1024, 1024, 205]","[0.3418, 0.3418, 1.5]",RAS,"[700, 700, 307]",0.0016,0.9821,"[5, 5, 4]",100,0.0,0.2205,True,,False,21.6,cuda:0,0.2501797676086426
valid_994_a_5.nii.gz,meta,"[512, 512, 527]","[0.8008, 0.8008, 0.75]",RAS,"[819, 819, 396]",0.0019,0.9982,"[6, 6, 6]",216,0.0602,0.2363,True,,False,30.3,cuda:0,0.8337317705154419
valid_524_a_1.nii.gz,meta,"[1024, 1024, 207]","[0.3418, 0.3418, 1.5]",RAS,"[700, 700, 310]",0.0016,0.9955,"[5, 5, 4]",100,0.01,0.2386,True,,False,21.9,cuda:0,0.32498040795326233
valid_439_a_2.nii.gz,meta,"[512, 512, 422]","[0.6836, 0.6836, 0.75]",RAS,"[700, 700, 317]",0.0016,0.9997,"[5, 5, 4]",100,0.22,0.2446,True,,False,19.5,cuda:0,0.6823142170906067
valid_1103_a_1.nii.gz,meta,"[1024, 1024, 211]","[0.3516, 0.3516, 1.5]",RAS,"[720, 720, 316]",0.0016,0.9928,"[5, 5, 4]",100,0.03,0.2411,True,,False,23.5,cuda:0,0.1982392966747284
valid_738_a_2.nii.gz,meta,"[512, 512, 257]","[0.8301, 0.8301, 1.25]",RAS,"[849, 849, 321]",0.0012,0.9977,"[6, 6, 5]",180,0.0444,0.2348,True,,False,19.0,cuda:0,0.8117727637290955
valid_214_a_1.nii.gz,meta,"[1024, 1024, 255]","[0.3975, 0.3975, 1.5]",RAS,"[814, 814, 382]",0.0013,0.9951,"[6, 6, 5]",180,0.0167,0.239,True,,False,26.9,cuda:0,0.46983814239501953
valid_882_a_2.nii.gz,meta,"[512, 512, 496]","[0.9766, 0.9766, 0.75]",RAS,"[999, 999, 372]",0.001,0.9995,"[7, 7, 5]",245,0.1878,0.237,True,,False,40.2,cuda:0,0.8508962392807007
valid_79_a_2.nii.gz,meta,"[512, 512, 510]","[0.748, 0.748, 0.75]",RAS,"[766, 766, 383]",0.0013,0.9992,"[5, 5, 5]",125,0.0,0.2359,True,,False,21.9,cuda:0,0.8154304623603821
valid_274_b_2.nii.gz,meta,"[512, 512, 509]","[0.8711, 0.8711, 0.75]",RAS,"[891, 891, 382]",0.0011,0.9991,"[6, 6, 5]",180,0.1111,0.2469,True,,False,24.3,cuda:0,0.9935653805732727
valid_1173_a_1.nii.gz,meta,"[1024, 1024, 228]","[0.3467, 0.3467, 1.5]",RAS,"[710, 710, 342]",0.0,0.9928,"[5, 5, 5]",125,0.0,0.2295,True,,False,27.9,cuda:0,0.2458309531211853
valid_1000_a_1.nii.gz,meta,"[1024, 1024, 194]","[0.3936, 0.3936, 1.5]",RAS,"[806, 806, 290]",0.0034,0.9953,"[6, 6, 4]",144,0.0833,0.2393,True,,False,20.0,cuda:0,0.15056557953357697
valid_485_a_2.nii.gz,meta,"[512, 512, 332]","[0.8055, 0.8055, 1.0]",RAS,"[824, 824, 332]",0.001,0.9908,"[6, 6, 5]",180,0.0333,0.2372,True,,False,20.9,cuda:0,0.6352081298828125
valid_555_a_1.nii.gz,meta,"[1024, 1024, 255]","[0.4541, 0.4541, 1.5]",RAS,"[930, 930, 382]",0.0013,0.9957,"[7, 7, 5]",245,0.102,0.2254,True,,False,34.7,cuda:0,0.5126127004623413
valid_457_a_2.nii.gz,meta,"[512, 512, 185]","[0.6758, 0.6758, 1.25]",RAS,"[692, 692, 231]",0.0011,0.9991,"[5, 5, 3]",75,0.0133,0.2384,True,,False,11.9,cuda:0,0.9460687637329102
valid_283_a_1.nii.gz,meta,"[768, 768, 211]","[0.4844, 0.4844, 1.5]",RAS,"[744, 744, 316]",0.0016,0.9986,"[5, 5, 4]",100,0.16,0.222,True,,False,17.6,cuda:0,0.7231774926185608
valid_1041_a_1.nii.gz,meta,"[1024, 1024, 215]","[0.4043, 0.4043, 1.5]",RAS,"[828, 828, 322]",0.0016,0.9941,"[6, 6, 5]",180,0.0056,0.2377,True,,False,26.0,cuda:0,0.6526166796684265
valid_589_b_2.nii.gz,meta,"[512, 512, 332]","[0.653, 0.653, 1.0]",RAS,"[668, 668, 332]",0.001,0.9918,"[5, 5, 5]",125,0.12,0.2475,True,,False,17.6,cuda:0,0.8075495362281799
valid_1139_a_1.nii.gz,meta,"[512, 512, 212]","[0.6836, 0.6836, 1.5]",RAS,"[700, 700, 318]",0.0,0.9996,"[5, 5, 4]",100,0.0,0.2318,True,,False,14.4,cuda:0,0.5144360065460205
valid_157_a_2.nii.gz,meta,"[1024, 1024, 111]","[0.3418, 0.3418, 3.0]",RAS,"[700, 700, 331]",0.006,0.9974,"[5, 5, 5]",125,0.024,0.2418,True,,False,23.0,cuda:0,0.22225436568260193
valid_218_a_1.nii.gz,meta,"[1024, 1024, 269]","[0.3779, 0.3779, 1.5]",RAS,"[774, 774, 403]",0.0012,0.997,"[6, 6, 6]",216,0.0926,0.2383,True,,False,42.9,cuda:0,0.6046197414398193
valid_552_a_2.nii.gz,meta,"[512, 512, 444]","[0.6445, 0.6445, 0.75]",RAS,"[660, 660, 333]",0.0,0.9997,"[5, 5, 5]",125,0.168,0.2332,True,,False,17.8,cuda:0,0.5695503950119019
valid_915_c_2.nii.gz,meta,"[512, 512, 501]","[0.6836, 0.6836, 0.75]",RAS,"[700, 700, 376]",0.0007,0.9995,"[5, 5, 5]",125,0.024,0.2416,True,,False,19.5,cuda:0,0.6358274817466736
valid_90_a_1.nii.gz,meta,"[512, 512, 221]","[0.6973, 0.6973, 1.25]",RAS,"[714, 714, 276]",0.0009,0.9931,"[5, 5, 4]",100,0.0,0.24,True,,False,16.1,cuda:0,0.8429837822914124
valid_807_a_2.nii.gz,meta,"[512, 512, 482]","[0.6465, 0.6465, 0.75]",RAS,"[662, 662, 362]",0.0014,0.9948,"[5, 5, 5]",125,0.12,0.2339,True,,False,17.0,cuda:0,0.36827200651168823
valid_77_a_1.nii.gz,meta,"[1024, 1024, 240]","[0.3652, 0.3652, 1.5]",RAS,"[748, 748, 360]",0.0,0.9952,"[5, 5, 5]",125,0.008,0.2317,True,,False,22.0,cuda:0,0.10920370370149612
valid_125_a_1.nii.gz,meta,"[512, 512, 321]","[0.756, 0.756, 1.0]",RAS,"[774, 774, 321]",0.0001,0.9995,"[6, 6, 5]",180,0.0778,0.2251,True,,False,22.1,cuda:0,0.8668628334999084
valid_1199_a_2.nii.gz,meta,"[512, 512, 413]","[0.791, 0.791, 0.75]",RAS,"[809, 809, 310]",0.0012,0.998,"[6, 6, 4]",144,0.0556,0.2397,True,,False,20.4,cuda:0,0.9304735064506531
valid_43_a_1.nii.gz,meta,"[1024, 1024, 237]","[0.4521, 0.4521, 1.5]",RAS,"[926, 926, 355]",0.0014,0.9966,"[7, 7, 5]",245,0.1102,0.2273,True,,False,31.2,cuda:0,0.3190203607082367
valid_295_a_2.nii.gz,meta,"[512, 512, 446]","[0.9219, 0.9219, 0.75]",RAS,"[943, 943, 335]",0.0015,0.9993,"[7, 7, 5]",245,0.1714,0.2206,True,,False,23.3,cuda:0,0.9084616303443909
valid_474_a_1.nii.gz,meta,"[512, 512, 295]","[0.7295, 0.7295, 1.0]",RAS,"[747, 747, 295]",0.0001,0.9995,"[5, 5, 4]",100,0.13,0.2501,True,,False,16.9,cuda:0,0.8193793296813965
valid_1058_a_1.nii.gz,meta,"[1024, 1024, 183]","[0.377, 0.377, 1.5]",RAS,"[772, 772, 274]",0.0018,0.9944,"[6, 6, 4]",144,0.0486,0.239,True,,False,25.8,cuda:0,0.10957356542348862
valid_1006_b_2.nii.gz,meta,"[512, 512, 207]","[0.7324, 0.7324, 1.5]",RAS,"[750, 750, 310]",0.0016,0.9996,"[5, 5, 4]",100,0.05,0.242,True,,False,12.5,cuda:0,0.8662770390510559
valid_340_a_3.nii.gz,meta,"[1024, 1024, 255]","[0.4746, 0.4746, 1.5]",RAS,"[972, 972, 382]",0.0013,0.9956,"[7, 7, 5]",245,0.1265,0.2299,True,,False,45.8,cuda:0,0.36097198724746704
valid_861_a_2.nii.gz,meta,"[512, 512, 478]","[0.8008, 0.8008, 0.75]",RAS,"[819, 819, 359]",0.0014,1.0,"[6, 6, 5]",180,0.1722,0.2404,True,,False,20.9,cuda:0,0.9741858839988708
valid_1169_a_1.nii.gz,meta,"[512, 512, 254]","[0.747, 0.747, 1.0]",RAS,"[764, 764, 254]",0.0012,0.9976,"[5, 5, 3]",75,0.08,0.2346,True,,False,13.5,cuda:0,0.8438901305198669
valid_277_d_2.nii.gz,meta,"[512, 512, 264]","[0.8069, 0.8069, 1.25]",RAS,"[826, 826, 330]",0.0004,0.9991,"[6, 6, 5]",180,0.1389,0.2421,True,,False,25.2,cuda:0,0.9572696089744568
valid_1241_a_2.nii.gz,meta,"[512, 512, 442]","[0.7773, 0.7773, 0.75]",RAS,"[795, 795, 332]",0.0015,0.999,"[6, 6, 5]",180,0.1778,0.2433,True,,False,26.4,cuda:0,0.9575986266136169
valid_68_a_1.nii.gz,meta,"[768, 768, 225]","[0.5443, 0.5443, 1.5]",RAS,"[836, 836, 337]",0.0015,0.9987,"[6, 6, 5]",180,0.1944,0.2128,True,,False,23.7,cuda:0,0.34003689885139465
valid_117_a_2.nii.gz,meta,"[512, 512, 499]","[0.9766, 0.9766, 0.75]",RAS,"[999, 999, 374]",0.001,0.9992,"[7, 7, 5]",245,0.1551,0.2238,True,,False,40.7,cuda:0,0.8461285829544067
valid_1216_a_2.nii.gz,meta,"[512, 512, 467]","[0.6836, 0.6836, 0.75]",RAS,"[700, 700, 350]",0.0007,0.9992,"[5, 5, 5]",125,0.048,0.2399,True,,False,14.8,cuda:0,0.7761256694793701
valid_163_a_2.nii.gz,meta,"[512, 512, 509]","[0.8066, 0.8066, 0.75]",RAS,"[825, 825, 382]",0.0012,0.9982,"[6, 6, 5]",180,0.1778,0.2215,True,,False,25.2,cuda:0,0.9844362139701843
valid_1099_a_1.nii.gz,meta,"[1024, 1024, 232]","[0.3896, 0.3896, 1.5]",RAS,"[798, 798, 348]",0.0,0.9952,"[6, 6, 5]",180,0.0056,0.2371,True,,False,26.8,cuda:0,0.6250432133674622
valid_1256_a_1.nii.gz,meta,"[512, 512, 307]","[0.616, 0.616, 1.0]",RAS,"[631, 631, 307]",0.0003,0.9991,"[4, 4, 4]",64,0.0,0.2369,True,,False,9.9,cuda:0,0.5839864015579224
valid_379_a_1.nii.gz,meta,"[1024, 1024, 183]","[0.3779, 0.3779, 1.5]",RAS,"[774, 774, 274]",0.0018,0.9961,"[6, 6, 4]",144,0.0,0.2367,True,,False,22.1,cuda:0,0.4590591788291931
valid_770_c_1.nii.gz,meta,"[768, 768, 211]","[0.4141, 0.4141, 1.5]",RAS,"[636, 636, 316]",0.0016,0.9982,"[4, 4, 4]",64,0.0,0.2349,True,,False,16.6,cuda:0,0.3968532085418701
valid_371_a_2.nii.gz,meta,"[512, 512, 509]","[0.6836, 0.6836, 0.75]",RAS,"[700, 700, 382]",0.0007,1.0,"[5, 5, 5]",125,0.208,0.2337,True,,False,20.2,cuda:0,0.6262811422348022
valid_297_a_1.nii.gz,meta,"[768, 768, 220]","[0.4635, 0.4635, 1.5]",RAS,"[712, 712, 330]",0.0,0.9966,"[5, 5, 5]",125,0.0,0.2281,True,,False,18.5,cuda:0,0.43892356753349304
